icpsr_study_number,n_articles,max_detection_score,mean_detection_score,title,doi,snippet
34361,2,48.0,48.0,Washington University Comparative Effectiveness Administrative Data Repository,https://doi.org/10.3886/icpsr34361,"Washington University Comparative Effectiveness Administrative Data Repository
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
Washington University Comparative Effectiveness Administrative Data Repository (ICPSR 34361)
Version Date:
Mar 4, 2013
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Fraser, Victoria J."
3437,2,72.0,72.0,"Community Crime Prevention and Intimate Violence in Chicago, 1995-1998",https://doi.org/10.3886/icpsr03437,"Community Crime Prevention and Intimate Violence in Chicago, 1995-1998
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Community Crime Prevention and Intimate Violence in Chicago, 1995-1998   (ICPSR 3437)
Version Date:
Nov 4, 2005
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Block, Carolyn Rebecca, and Skogan, Wesley G."
3443,1,49.0,49.0,"Uniform Crime Reporting Program Data [United States]: Arrests by Age, Sex, and Race, 2000",https://doi.org/10.3886/icpsr03443,"Uniform Crime Reporting Program Data [United States]: Arrests by Age, Sex, and Race, 2000
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Uniform Crime Reporting Program Data [United States]: Arrests by Age, Sex, and Race, 2000 (ICPSR 3443)
Version Date:
Oct 27, 2006
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States Department of Justice."
34441,1,51.0,51.0,"Consumer Expenditure Survey, 2011: Interview Survey and Detailed Expenditure Files",https://doi.org/10.3886/icpsr34441,"Consumer Expenditure Survey, 2011: Interview Survey and Detailed Expenditure Files
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
Consumer Expenditure Survey, 2011: Interview Survey and Detailed Expenditure Files (ICPSR 34441)
Version Date:
Nov 5, 2012
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States Department of Labor."
34443,2,49.0,49.0,"Post-Acute Care Supplement (PACS) Research Files, 2000-2010",https://doi.org/10.3886/icpsr34443.v1,"Post-Acute Care Supplement (PACS) Research Files, 2000-2010
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
Post-Acute Care Supplement (PACS) Research Files, 2000-2010 (ICPSR 34443)
Version Date:
Feb 28, 2013
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
MaCurdy, Thomas, and Shafrin, Jason."
34483,1,50.0,50.0,"Sacramento Area Latino Study on Aging (SALSA Study), 1996-2008: Demographic Data",https://doi.org/10.3886/icpsr34483,"Sacramento Area Latino Study on Aging (SALSA Study), 1996-2008: Demographic Data
Skip to Main Content
Search
Site Content
Data
Home
Search Data
Search Holdings
Data
Series
SDA (Online Analysis)
Publications
Restricted Data
Deposit Data
Deposit
Depositor Checklist
Acquisitions Policy
Share Using NACDA-OAR
About
Overview
Newsletters and Announcements
Podcasts and Webinars
Help
More Data Resources
Longitudinal Data Resources
NACDA Colectica Portal
Accessing Restricted Data
NSHAP
MIDUS
NHATS and HRS
Sacramento Area Latino Study on Aging (SALSA Study), 1996-2008: Demographic Data (ICPSR 34483)
Version Date:
Dec 11, 2012
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Haan, Mary, Aiello, Allison, Gonzalez, Hector, Hinton, Ladison, Jagust, Bill, Miller, Josh, … Seavey, William."
3449,2,48.0,48.0,"National Incident-Based Reporting System, 2000",https://doi.org/10.3886/icpsr03449.v2,"National Incident-Based Reporting System, 2000
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
National Incident-Based Reporting System, 2000 (ICPSR 3449)
Version Date:
Jul 27, 2009
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States Department of Justice."
34495,2,52.0,50.0,"Culturally Focused Psychiatric Consultation Service For Massachusetts General Hospital's Asian American and Latino American Primary Care Patients with Depression, 2009-2011",https://doi.org/10.3886/icpsr34495.v1,"Culturally Focused Psychiatric Consultation Service For Massachusetts General Hospital's Asian American and Latino American Primary Care Patients with Depression, 2009-2011
Skip to Main Content
Find Data
Deposit Data
About
Help
Subscribe
Culturally Focused Psychiatric Consultation Service For Massachusetts General Hospital's Asian American and Latino American Primary Care Patients with Depression, 2009-2011 (ICPSR 34495)
Version Date:
Jul 5, 2013
View help for published
Principal Investigator(s):
View help for Principal Investigator(s)
Nhi-Ha Trinh
, Massachusetts General Hospital Depression Clinical and Research Program
https://doi.org/10.3886/ICPSR34495.v1
Version V1
(
see more versions
)
V2
[2024-02-14]
V1
[2013-07-05] unpublished
You are viewing an older version of this study."
34542,2,49.0,49.0,"North Carolina Integrated Data for Researchers (NCIDR): Merged Behavioral Health Data from Four Publicly-Funded Sources in North Carolina, July 2007-June 2011",https://doi.org/10.3886/icpsr34542,"North Carolina Integrated Data for Researchers (NCIDR): Merged Behavioral Health Data from Four Publicly-Funded Sources in North Carolina, July 2007-June 2011
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
North Carolina Integrated Data for Researchers (NCIDR): Merged Behavioral Health Data from Four Publicly-Funded Sources in North Carolina, July 2007-June 2011 (ICPSR 34542)
Version Date:
Mar 11, 2013
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
DuBard, C."
34544,2,49.0,49.0,"Expansion Research Capability to Study Comparative Effectiveness in Complex Patients, 2007-2010 [Tampa, St. Petersburg, and Clearwater, Florida]",https://doi.org/10.3886/icpsr34544.v1,"Petersburg, and Clearwater, Florida] (ICPSR 34544)
Version Date:
Mar 5, 2013
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Huang, Youjie."
34554,2,48.0,48.0,Enhancing Analytic Abilities to Identify Complex Patients in 225 Practice Partner Research Network (PPRNet) Practices in 42 states: July 2010-July 2012,https://doi.org/10.3886/icpsr34554.v1,"Enhancing Analytic Abilities to Identify Complex Patients in 225 Practice Partner Research Network (PPRNet) Practices in 42 states: July 2010-July 2012
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
Enhancing Analytic Abilities to Identify Complex Patients in 225 Practice Partner Research Network (PPRNet) Practices in 42 states: July 2010-July 2012 (ICPSR 34554)
Version Date:
Mar 11, 2013
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Ornstein, Steven M."
34558,1,9.0,9.0,The Role of Preschool Dosage and Quality in Children’s Self-Regulation Development,https://doi.org/10.1007/s10643-022-01399-y,"https://doi.org/10.3886/ICPSR34558.v4
Fuller, B., Bein, E., Bridges, M., Kim, Y., & Rabe-Hesketh, S."
34580,2,48.0,48.0,"Uniform Crime Reporting Program Data: Arrests by Age, Sex, and Race, United States, 2011",https://doi.org/10.3886/icpsr34580,"Uniform Crime Reporting Program Data: Arrests by Age, Sex, and Race, United States, 2011
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Uniform Crime Reporting Program Data: Arrests by Age, Sex, and Race, United States, 2011 (ICPSR 34580)
Version Date:
Jul 17, 2013
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States."
34581,1,48.0,48.0,"Uniform Crime Reporting Program Data: Arrests by Age, Sex, and Race, Summarized Yearly, United States, 2011",https://doi.org/10.3886/icpsr34581,"Uniform Crime Reporting Program Data: Arrests by Age, Sex, and Race, Summarized Yearly, United States, 2011
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Uniform Crime Reporting Program Data: Arrests by Age, Sex, and Race, Summarized Yearly, United States, 2011 (ICPSR 34581)
Version Date:
Jul 17, 2013
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States Department of Justice."
34585,2,47.0,47.0,"Uniform Crime Reporting Program Data: National Incident-Based Reporting System, 2011",https://doi.org/10.3886/icpsr34585.v1,"Uniform Crime Reporting Program Data: National Incident-Based Reporting System, 2011
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Uniform Crime Reporting Program Data: National Incident-Based Reporting System, 2011 (ICPSR 34585)
Version Date:
Sep 5, 2013
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States Department of Justice."
34587,2,51.0,51.0,"Uniform Crime Reporting Program Data: Property Stolen and Recovered, 2011",https://doi.org/10.3886/icpsr34587,"Uniform Crime Reporting Program Data: Property Stolen and Recovered, 2011
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Uniform Crime Reporting Program Data: Property Stolen and Recovered, 2011 (ICPSR 34587)
Version Date:
Aug 6, 2013
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States Department of Justice."
3461,2,56.0,56.0,"CBS News/New York Times Call-Back Poll, January 2002",https://doi.org/10.3886/icpsr03461,"CBS News/New York Times Call-Back Poll, January 2002
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
CBS News/New York Times Call-Back Poll, January 2002 (ICPSR 3461)
Version Date:
Apr 29, 2009
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
CBS News, and The New York Times."
34639,2,50.0,50.0,"Enhanced Data to Accelerate Complex Patient Comparative Effectiveness Research, 2006-2009 [United States]",https://doi.org/10.3886/icpsr34639,"Enhanced Data to Accelerate Complex Patient Comparative Effectiveness Research, 2006-2009 [United States]
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
Enhanced Data to Accelerate Complex Patient Comparative Effectiveness Research, 2006-2009 [United States] (ICPSR 34639)
Version Date:
Sep 10, 2013
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Chrischilles, Elizabeth A., Schneider, Kathleen, O’Donnell, Brian, Lessman, Gregory, Gryzlak, Brian, Wilwert, June, … Rudzianski, Nicholas."
34644,2,48.0,48.0,"Clinical Database to Support Comparative Effectiveness Studies of Complex Patients, 2005-2010 [United States]",https://doi.org/10.3886/icpsr34644,"Clinical Database to Support Comparative Effectiveness Studies of Complex Patients, 2005-2010 [United States]
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
Clinical Database to Support Comparative Effectiveness Studies of Complex Patients, 2005-2010 [United States] (ICPSR 34644)
Version Date:
Sep 8, 2013
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Blaum, Caroline."
34672,2,49.0,49.0,"Collaborative National Network Examining Comparative Effectiveness Trials (CoNNECT) in 12 U.S. States, August 2010-July 2012",https://doi.org/10.3886/icpsr34672.v1,"States, August 2010-July 2012 (ICPSR 34672)
Version Date:
Sep 8, 2013
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Miller, Benjamin F."
34746,1,50.0,50.0,"Census of Population and Housing, 2010 [United States]: Summary File 1 Urban/Rural Update",https://doi.org/10.3886/icpsr34746,"Census of Population and Housing, 2010 [United States]: Summary File 1 Urban/Rural Update
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
Census of Population and Housing, 2010 [United States]: Summary File 1 Urban/Rural Update (ICPSR 34746)
Version Date:
Jul 11, 2013
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States."
34802,1,12.0,12.0,"A mall intercept survey on religion and worldview in the Cape Flats of Cape Town, South Africa",https://doi.org/10.17159/2413-3027/2019/v32n1a3,ICPSR 34802.
3482,2,47.0,47.0,"California Vital Statistics and Homicide Data, 1990-1999",https://doi.org/10.3886/icpsr03482,"California Vital Statistics and Homicide Data, 1990-1999
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
California Vital Statistics and Homicide Data, 1990-1999 (ICPSR 3482)
Version Date:
Feb 17, 2006
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Van Court, Jason."
3484,2,56.0,56.0,"Census of State and Local Law Enforcement Agencies (CSLLEA), 2000: [United States]",https://doi.org/10.3886/icpsr03484.v4,"Census of State and Local Law Enforcement Agencies (CSLLEA), 2000: [United States]
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Census of State and Local Law Enforcement Agencies (CSLLEA), 2000: [United States] (ICPSR 3484)
Version Date:
Jul 8, 2009
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States Department of Justice."
34851,1,59.0,59.0,"American College Catalog Study Database, 1975-2011",https://doi.org/10.3886/icpsr34851,"American College Catalog Study Database, 1975-2011
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
American College Catalog Study Database, 1975-2011 (ICPSR 34851)
Version Date:
Nov 1, 2013
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Brint, Steven."
35011,1,53.0,53.0,"National Organizations Survey, 2010: Examining the Relationships Between Job Quality and the Domestic and International Sourcing of Business Functions by United States Organizations",https://doi.org/10.3886/icpsr35011.v1,"National Organizations Survey, 2010: Examining the Relationships Between Job Quality and the Domestic and International Sourcing of Business Functions by United States Organizations
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
National Organizations Survey, 2010: Examining the Relationships Between Job Quality and the Domestic and International Sourcing of Business Functions by United States Organizations (ICPSR 35011)
Version Date:
May 30, 2014
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Brown, Clair, and Sturgeon, Timothy."
35197,9,6.0,6.0,0340 Traumatic Stressors Associated with Elevated Insomnia Risk among Deployed Soldiers,https://doi.org/10.1093/sleep/zsz067.339,"This publication is based on public use data from Army STARRS (Inter-university Consortium for Political and Social Research, University of Michigan-http://doi.org/10.3886/ICPSR35197-v1), funded by U.S."
35203,1,12.0,12.0,A Causal Model of Children’s Vicarious Traumatization,https://doi.org/10.1007/s40653-020-00331-z,ICPSR35203-v1.
35206,1,9.0,9.0,County-level crop area in the USA 1840-2017,https://doi.org/10.3886/e115795v3,"(ICPSR 35206) from USDA Agricultural Census archives (
https://www.nass.usda.gov/AgCensus/
)."
35292,1,15.0,15.0,"China Multi-Generational Panel Dataset, Shuangcheng (CMGPD-SC), 1866-1913",https://doi.org/10.3886/icpsr35292.v4,"China Multi-Generational Panel Dataset, Shuangcheng (CMGPD-SC), 1866-1913
Skip to Main Content
Search
Data
Site Content
Search Holdings
Browse
Data
Series
Online Analysis
Publications
Restricted Data
Deposit
Deposit Data
Acquisitions Policy
Resources
Accessing Restricted Data
Data Guides
FAQs
Additional Resources
About
Mission & Team
Announcements & Newsletters
Contact Us
Subscribe
China Multi-Generational Panel Dataset, Shuangcheng (CMGPD-SC), 1866-1913 (ICPSR 35292)
These data have been updated
since their release as
https://doi.org/10.3886/ICPSR35292.v4, which you used to locate the data."
3545,1,58.0,58.0,"Eurobarometer 57.2OVR: Youth Attitudes About Drugs, April-June 2002",https://doi.org/10.3886/icpsr03545.v2,"Eurobarometer 57.2OVR: Youth Attitudes About Drugs, April-June 2002
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
Eurobarometer 57.2OVR: Youth Attitudes About Drugs, April-June 2002 (ICPSR 3545)
Version Date:
Apr 22, 2010
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Christensen, Thomas."
